사무명,질문
산재근로자 창업 지원,"2. 산재근로자로서 창업 지원을 신청하려고 하는데, 자격증 사본이 필요한 경우 어떤 자격증을 제출해야 하는지 궁금합니다."
산재근로자 창업 지원,"3. 창업 지원을 신청하기 위해 필요한 구비서류 중 직업훈련과정 수료증 사본이 필요한 경우, 어떤 종류의 수료증이 인정되는지 알고 싶습니다."
산재근로자 창업 지원,"4. 임대점포 지원을 위한 산재근로자 창업 지원 신청 시, 주민등록표 등본은 어떻게 제출해야 하는지 안내받고 싶습니다."
산재근로자 창업 지원,"5. 창업 지원을 신청하기 위해 방문 접수를 하려는데, 근로복지공단 지역본부에 가기 전에 미리 준비해야 할 서류 목록을 알려주실 수 있나요?"
사업주 부담금(임금채권보장법 관련) 경감 신청,"1. 사업주 부담금을 경감받고 싶은데, 퇴직보험 가입 사실을 증명하는 서류는 어떤 형식으로 제출해야 하나요?"
사업주 부담금(임금채권보장법 관련) 경감 신청,"2. 임금채권보장법 관련 사업주 부담금 경감 신청을 하려면, 사업장 현황을 어떻게 작성해야 하는지 궁금합니다."
사업주 부담금(임금채권보장법 관련) 경감 신청,"3. 고용노동부 퇴직연금복지과에 사업주 부담금 경감 신청을 하려면, 별지서식 7호 외에 다른 서류가 필요한가요?"
사업주 부담금(임금채권보장법 관련) 경감 신청,"4. 사업주 부담금 경감 신청을 인터넷으로 진행하고 싶은데, 어떤 절차를 따라야 하는지 안내받을 수 있을까요?"
사업주 부담금(임금채권보장법 관련) 경감 신청,"5. 임금채권보장법에 따라 사업주 부담금 경감 신청을 할 때, 수수료가 없다는 사실이 맞는지 확인하고 싶습니다."
대지급금 부정수급 신고 및 포상금 지급 신청,"1. 대지급금 부정수급 사실을 신고하고 포상금을 신청하려고 하는데, 포상금을 받으려는 사람이 2명 이상일 경우 어떤 합의서를 제출해야 하나요?"
대지급금 부정수급 신고 및 포상금 지급 신청,"2. 대지급금 부정수급 신고를 위해 필요한 서류가 없다고 들었는데, 신고 절차는 어떻게 진행되나요?"
대지급금 부정수급 신고 및 포상금 지급 신청,"3. 대지급금 부정수급 신고 후 포상금 지급 신청을 하려면, 포상금 배분에 관한 합의 각서를 어떻게 작성해야 하나요?"
대지급금 부정수급 신고 및 포상금 지급 신청,"4. 대지급금 부정수급 신고를 위해 지방고용노동관서에 방문할 예정인데, 신고 후 처리 기간은 얼마나 걸리나요?"
대지급금 부정수급 신고 및 포상금 지급 신청,"5. 대지급금 부정수급 신고와 포상금 지급 신청을 모두 진행하려고 하는데, 각각의 처리 기간이 다르다고 들었는데, 구체적으로 얼마나 걸리는지 알고 싶습니다."
"(확정급여형, 확정기여형, 혼합형) 퇴직연금규약 신고","1. 확정급여형 퇴직연금제도를 설정하고자 하는데, 근로자대표의 동의를 받았음을 증명하는 자료는 어떤 형식으로 제출해야 하나요?"
"(확정급여형, 확정기여형, 혼합형) 퇴직연금규약 신고","2. 혼합형 퇴직연금규약 신고를 하려면, 퇴직연금규약 외에 어떤 추가 서류가 필요한지 궁금합니다."
"(확정급여형, 확정기여형, 혼합형) 퇴직연금규약 신고","3. 확정기여형 퇴직연금규약 신고를 위해 인터넷으로 신청하려고 하는데, 어떤 절차를 따라야 하는지 안내받을 수 있을까요?"
"(확정급여형, 확정기여형, 혼합형) 퇴직연금규약 신고",4. 퇴직연금규약 신고를 위해 근로자대표의 동의를 받았음을 증명하는 자료는 구체적으로 어떤 내용을 포함해야 하는지 알고 싶습니다.
"(확정급여형, 확정기여형, 혼합형) 퇴직연금규약 신고","5. 퇴직연금규약 신고를 위해 방문 접수를 하려면, 지방고용노동관서에 어떤 서류를 가지고 가야 하는지 확인하고 싶습니다."
특례외국인근로자(외국국적 동포) 구직신청,"1. 방문취업(H-2) 체류자격을 가진 외국인으로서, 특례외국인근로자 구직신청을 하려면 외국인등록증 사본과 여권 사본 외에 어떤 추가 서류가 필요한가요?"
특례외국인근로자(외국국적 동포) 구직신청,"2. 특례외국인근로자 구직신청을 위해 외국인취업교육을 수료했는데, 수료증 사본을 제출하지 않으면 어떻게 되나요?"
특례외국인근로자(외국국적 동포) 구직신청,"3. 제가 특례외국인근로자 구직신청을 하려고 하는데, 지방고용노동관서에 직접 방문해야 하는지, 아니면 대리인을 통해 신청할 수 있는지 궁금합니다."
특례외국인근로자(외국국적 동포) 구직신청,"4. 특례외국인근로자 구직신청을 위한 신청서는 어디에서 받을 수 있으며, 별지서식 9호는 어떤 형식으로 작성해야 하나요?"
특례외국인근로자(외국국적 동포) 구직신청,"5. 특례외국인근로자 구직신청을 하려면 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성이 있는지 알고 싶습니다."
외국인근로자 고용변동 등 신고,"1. 현재 근무 중인 외국인근로자(E-9)가 갑자기 이탈했는데, 외국인근로자 고용변동 신고를 어떻게 진행해야 하나요?"
외국인근로자 고용변동 등 신고,"2. 외국인근로자(H-2)가 사망한 경우, 외국인근로자 고용변동 신고는 어떤 절차로 진행해야 하는지 궁금합니다."
외국인근로자 고용변동 등 신고,"3. 외국인근로자(E-9)가 출국하게 되었는데, 외국인근로자 고용변동 신고를 위해 어떤 서류를 준비해야 하나요?"
외국인근로자 고용변동 등 신고,"4. 근로계약 해지로 인해 외국인근로자(H-2)를 신고해야 하는데, 외국인근로자 고용변동 신고는 어디에 제출해야 하나요?"
외국인근로자 고용변동 등 신고,"5. 외국인근로자 고용변동 신고를 인터넷으로 진행하고 싶은데, 어떤 절차를 따라야 하는지 알고 싶습니다."
외국인근로자의 사업장 변경신청,"1. 현재 근로계약이 만료된 외국인근로자인데, 사업장 변경신청을 하려면 어떤 절차를 따라야 하나요?"
외국인근로자의 사업장 변경신청,2. 외국인근로자의 사업장 변경신청을 위해 여권 사본 외에 추가로 제출해야 할 서류가 있는지 궁금합니다.
외국인근로자의 사업장 변경신청,"3. 외국인근로자로서 사업장이 폐업된 상황인데, 사업장 변경신청을 위해 지방고용노동관서에 방문해야 하는지, 아니면 인터넷으로도 신청이 가능한지 알고 싶습니다."
외국인근로자의 사업장 변경신청,"4. 외국인근로자의 사업장 변경신청을 할 때, 신청서 양식은 어디서 받을 수 있는지 안내받고 싶습니다."
외국인근로자의 사업장 변경신청,"5. 외국인근로자(E-9)로서 사업장 변경신청을 하려는데, 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없는지 확인하고 싶습니다."
외국인근로자 고용허가기간 연장신청,"1. 외국인근로자를 고용하고 있는 사업주로서, 고용허가기간 연장을 위해 갱신된 표준근로계약서 사본과 외국인등록증 사본을 제출해야 하는데, 이 서류들은 어디에 제출해야 하나요?"
외국인근로자 고용허가기간 연장신청,"2. 외국인근로자 고용허가기간 연장신청을 하려면, 여권 사본 외에 어떤 서류를 추가로 제출해야 하는지 궁금합니다."
외국인근로자 고용허가기간 연장신청,"3. 외국인근로자 고용허가기간 연장신청을 위해 사업자등록증명도 제출해야 하는데, 이 서류는 어떤 형식으로 준비해야 하나요?"
외국인근로자 고용허가기간 연장신청,"4. 외국인근로자 고용허가기간 연장신청을 위해 지방고용노동관서에 방문해야 하는데, 접수 후 처리 기간이 7일이라고 하던데, 이 기간 동안 어떤 절차가 진행되는지 알고 싶습니다."
외국인근로자 고용허가기간 연장신청,"5. 외국인근로자 고용허가기간 연장신청을 인터넷으로 진행할 수 있다고 들었는데, 구체적으로 어떤 절차를 따라야 하는지 안내받을 수 있을까요?"
외국인근로자 고용허가서 발급(재발급) 신청,"1. 외국인근로자를 고용하기 위해 고용허가서를 발급받으려면 어떤 서류를 준비해야 하나요? 특히, 도입 업종을 증명하는 서류가 필요하다고 들었는데, 구체적으로 어떤 서류를 제출해야 하는지 알고 싶습니다."
외국인근로자 고용허가서 발급(재발급) 신청,"2. 외국인근로자 고용허가서의 재발급을 신청하려고 하는데, 이전에 발급받은 고용허가서와 사업장의 업종이 변경된 경우 어떤 추가 서류를 제출해야 하나요?"
외국인근로자 고용허가서 발급(재발급) 신청,"3. 외국인근로자를 고용하기 위해 고용허가서를 신청하고자 하는데, 내국인 구인노력을 했음을 증명할 수 있는 방법은 무엇인가요? 이와 관련된 서류가 필요한지 궁금합니다."
외국인근로자 고용허가서 발급(재발급) 신청,"4. 외국인근로자 고용허가서 발급 신청을 위해 지방고용노동관서에 방문해야 하는데, 접수 후 처리 기간은 얼마나 걸리는지 알고 싶습니다."
외국인근로자 고용허가서 발급(재발급) 신청,"5. 외국인근로자 고용허가서를 발급받기 위한 신청서 양식은 어디에서 받을 수 있으며, 제출해야 하는 구비서류 목록은 어떻게 되나요?"
산재보험 장해보상연금수급권 소멸신고 및 차액일시금 청구,"1. 제가 장해연금수급권자인데, 사망한 경우 장해보상연금수급권 소멸신고를 하려면 어떤 서류를 제출해야 하나요?"
산재보험 장해보상연금수급권 소멸신고 및 차액일시금 청구,"2. 장해상태가 변동되어 연금대상에서 제외된 경우, 장해보상연금수급권 소멸신고는 어떻게 진행해야 하나요?"
산재보험 장해보상연금수급권 소멸신고 및 차액일시금 청구,3. 국외로 이주한 장해연금수급권자가 장해보상연금수급권 소멸신고를 할 때 필요한 서류는 무엇인지 궁금합니다.
산재보험 장해보상연금수급권 소멸신고 및 차액일시금 청구,"4. 이미 지급받은 장해연금액이 장해보상일시금에 미치지 못하는 경우, 차액일시금 청구를 위해 어떤 절차를 따라야 하나요?"
산재보험 장해보상연금수급권 소멸신고 및 차액일시금 청구,"5. 장해보상연금수급권 소멸신고를 방문, 우편, FAX 중 어떤 방법으로 제출할 수 있는지 알고 싶습니다."
산재보상 심리조서 열람,"1. 제가 재심사청구 당사자인데, 산재보상 심리조서를 열람하려면 어떤 절차를 따라야 하나요?"
산재보상 심리조서 열람,2. 산재보상 심리조서를 열람하기 위해 고용노동부 산재보상정책과에 방문할 때 필요한 서류가 있나요?
산재보상 심리조서 열람,"3. 우편으로 산재보상 심리조서 열람을 신청하고 싶은데, 어떤 신청서를 작성해야 하나요?"
산재보상 심리조서 열람,"4. 산재보상 심리조서를 열람하기 위해 수수료가 없다고 들었는데, 이 점이 맞는지 확인할 수 있을까요?"
산재보상 심리조서 열람,"5. 산재보상 심리조서를 열람하기 위해 FAX로 신청할 때, 어떤 정보를 포함해야 하는지 궁금합니다."
산재보험 증거조사신청,"1. 산재보험 증거조사신청을 하려고 하는데, 신청서 양식은 어디에서 받을 수 있나요?"
산재보험 증거조사신청,2. 심사청구에 대한 증거조사신청을 위해 고용노동부 산재보상정책과에 직접 방문할 때 필요한 서류가 있나요?
산재보험 증거조사신청,"3. 산재보험 증거조사신청을 우편으로 제출하고 싶은데, 주소는 어떻게 되나요?"
산재보험 증거조사신청,"4. 산재보험 증거조사신청을 한 후 처리 기간이 60일이라고 들었는데, 이 기간 동안 신청 상태를 어떻게 확인할 수 있나요?"
산재보험 증거조사신청,"5. 산재보험 증거조사신청을 위해 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없나요?"
산재보상 심리회의 비공개,1. 재심사청구에 대한 산재보상 심리회의 비공개 신청을 하려면 어떤 절차를 따라야 하나요?
산재보상 심리회의 비공개,2. 산재보상 심리회의 비공개 신청서를 제출하기 위해 필요한 서류가 따로 있나요?
산재보상 심리회의 비공개,3. 고용노동부 산재보상정책과에 방문하여 산재보상 심리회의 비공개 신청을 하려면 어떤 정보를 준비해야 하나요?
산재보상 심리회의 비공개,"4. 산재보상 심리회의 비공개 신청을 우편으로 보내고 싶은데, 주소는 어디로 보내야 하나요?"
산재보상 심리회의 비공개,5. 산재보상 심리회의 비공개 신청을 한 후 처리 기간은 얼마나 걸리는지 알고 싶습니다.
일괄적용사업의 고용(산재)보험 사업개시(종료) 신고,"1. 건설공사를 진행 중인데, 근로자 고용관계 종료 사실을 신고하려면 어떤 절차를 따라야 하나요?"
일괄적용사업의 고용(산재)보험 사업개시(종료) 신고,2. 일괄적용사업의 고용보험 사업개시 신고를 하려면 공사도급계약서 사본이 필요한가요?
일괄적용사업의 고용(산재)보험 사업개시(종료) 신고,"3. 벌목작업을 시작하려고 하는데, 벌목허가서 사본을 제출해야 하는지 궁금합니다."
일괄적용사업의 고용(산재)보험 사업개시(종료) 신고,4. 고용보험기획과에 일괄적용사업의 고용관계 종료 신고를 하려면 어떤 방법으로 접수할 수 있나요?
일괄적용사업의 고용(산재)보험 사업개시(종료) 신고,"5. 사업자등록증이 필요한 경우는 어떤 상황인지, 고용보험 신고 시 반드시 제출해야 하는지 알고 싶습니다."
고용(산재)보험 보험관계 변경신고(근로자 종사 사업장),"1. 사업장 명칭을 변경했는데, 고용(산재)보험 보험관계 변경신고를 어떻게 진행해야 하나요? 방문, 우편, FAX, 인터넷 중 어떤 방법이 가장 적합한지 궁금합니다."
고용(산재)보험 보험관계 변경신고(근로자 종사 사업장),2. 고용(산재)보험 보험관계 변경신고를 할 때 사업자등록증이 필요한 경우는 어떤 상황인지 알고 싶습니다.
고용(산재)보험 보험관계 변경신고(근로자 종사 사업장),"3. 개인 사업주로서 고용(산재)보험 보험관계 변경신고를 하려면 주민등록표 초본이 꼭 필요한가요, 아니면 신분증명서로 대체할 수 있는지 궁금합니다."
고용(산재)보험 보험관계 변경신고(근로자 종사 사업장),"4. 고용(산재)보험 보험관계 변경신고를 진행할 때 수수료는 발생하지 않는데, 이와 관련된 추가 비용이 있는지 확인하고 싶습니다."
고용(산재)보험 보험관계 변경신고(근로자 종사 사업장),"5. 고용(산재)보험 보험관계 변경신고를 한 후 처리 기간이 3일이라고 하는데, 이 과정에서 어떤 기관이 관여하는지 알고 싶습니다."
고용보험 하수급인 내역 신고,"1. 하도급계약을 체결한 하수급인 내역을 신고하려고 하는데, 하도급계약서 사본 외에 어떤 서류를 제출해야 하나요?"
고용보험 하수급인 내역 신고,"2. 고용보험 하수급인 내역 신고를 위해 하수급인 명세서를 작성하려고 하는데, 별지서식 3호는 어디서 받을 수 있나요?"
고용보험 하수급인 내역 신고,"3. 하수급인 내역 신고를 인터넷으로 제출하고 싶은데, 고용노동부의 어떤 웹사이트를 이용해야 하나요?"
고용보험 하수급인 내역 신고,"4. 하도급계약을 체결한 후 하수급인 내역 신고를 하려면, 신고 처리 기간이 얼마나 걸리는지 궁금합니다."
고용보험 하수급인 내역 신고,"5. 하수급인 내역 신고를 위해 필요한 등록증 사본은 어떤 종류가 있으며, 각각의 발급처는 어디인지 알고 싶습니다."
고용(산재)보험 보험관계 소멸신고(해지신청)(근로자종사사업장),"1. 제가 운영하던 사업장이 폐업하게 되어 고용(산재)보험 보험관계 소멸신고를 하려면 휴업, 폐업사실 증명원을 어떻게 제출해야 하나요?"
고용(산재)보험 보험관계 소멸신고(해지신청)(근로자종사사업장),"2. 고용(산재)보험 보험관계 소멸신고를 위해 근로자 과반수의 동의서를 준비해야 하는데, 이 동의서는 어떤 형식으로 작성해야 하는지 궁금합니다."
고용(산재)보험 보험관계 소멸신고(해지신청)(근로자종사사업장),3. 고용(산재)보험 보험관계 소멸신고를 인터넷으로 신청하려면 어떤 절차를 따라야 하는지 알고 싶습니다.
고용(산재)보험 보험관계 소멸신고(해지신청)(근로자종사사업장),4. 고용(산재)보험 보험관계 소멸신고를 위해 필요한 서식은 어디에서 다운로드 받을 수 있는지 안내받고 싶습니다.
고용(산재)보험 보험관계 소멸신고(해지신청)(근로자종사사업장),"5. 고용(산재)보험 보험관계 소멸신고를 대리인 명의로 신청할 경우, 어떤 추가 서류가 필요한지 확인하고 싶습니다."
보험사무대행기관 인가내용 변경인가신청(변경신고),"1. 보험사무대행기관 인가내용을 변경하려고 하는데, 변경신고를 위해 필요한 서류가 없다고 들었습니다. 어떤 절차로 신고를 진행해야 하나요?"
보험사무대행기관 인가내용 변경인가신청(변경신고),2. 제가 운영하는 보험사무대행기관의 인가내용에 변경이 생겼습니다. 변경인가신청을 하려면 고용보험기획과에 어떻게 접수해야 하나요?
보험사무대행기관 인가내용 변경인가신청(변경신고),"3. 보험사무대행기관의 인가내용 변경 신고를 위해 방문 접수를 하려고 하는데, 고용노동부의 고용보험기획과는 어디에 위치해 있나요?"
보험사무대행기관 인가내용 변경인가신청(변경신고),"4. 보험사무대행기관의 인가내용 변경을 신고할 때, 수수료가 없다고 들었는데, 이 점에 대해 확인할 수 있을까요?"
보험사무대행기관 인가내용 변경인가신청(변경신고),"5. 보험사무대행기관 인가내용 변경인가신청서를 작성하려고 하는데, 별지서식 43호는 어디에서 다운로드 받을 수 있나요?"
고용보험·산재보험 사무수임(수임해지)신고,"1. 고용보험 사무를 대행하고 있는 기관에서 수임해지를 신고하려고 하는데, 어떤 절차를 따라야 하나요?"
고용보험·산재보험 사무수임(수임해지)신고,"2. 고용보험·산재보험 사무수임 신고를 위해 사무위탁서 사본이 필요한데, 이 서식은 어디서 받을 수 있나요?"
고용보험·산재보험 사무수임(수임해지)신고,"3. 고용보험 사무를 위탁받은 기관이 수임해지를 신고할 때, 대리인이 대신 신청할 수 있는지 궁금합니다."
고용보험·산재보험 사무수임(수임해지)신고,"4. 고용보험·산재보험 사무수임 신고를 위해 방문 접수할 경우, 어떤 부서에 가야 하나요?"
고용보험·산재보험 사무수임(수임해지)신고,"5. 고용보험·산재보험 사무수임 신고를 인터넷으로 진행하고 싶은데, 어떤 방법으로 신청할 수 있는지 알고 싶습니다."
고용보험·산재보험 일괄적용 해지신청,"1. 동종사업의 일괄적용을 받고 있는 사업주로서, 고용보험·산재보험 일괄적용 해지신청을 하려면 어떤 절차를 따라야 하나요?"
고용보험·산재보험 일괄적용 해지신청,"2. 고용보험·산재보험 일괄적용 해지신청을 위해 필요한 서류가 없다고 들었는데, 이 경우에도 신청서만 제출하면 되는 건가요?"
고용보험·산재보험 일괄적용 해지신청,"3. 고용보험·산재보험 일괄적용 해지신청을 할 때, 접수 방법으로 방문, 우편, FAX, 인터넷 중 어떤 방법이 가장 빠른가요?"
고용보험·산재보험 일괄적용 해지신청,"4. 고용보험·산재보험 일괄적용 해지신청을 한 후, 처리 기간이 5일이라고 하는데, 이 기간은 언제부터 시작되나요?"
고용보험·산재보험 일괄적용 해지신청,"5. 고용보험·산재보험 일괄적용 해지신청을 대리인 통해서 하고 싶은데, 대리인 신청 시 필요한 절차가 따로 있나요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 성립신고, 보험가입신청","1. 건설업 고용(산재)보험 보험관계 성립신고를 하려고 하는데, 공사도급계약서와 허가서 사본 외에 어떤 서류가 필요한가요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 성립신고, 보험가입신청","2. 제가 건설업체를 운영하고 있는데, 고용(산재)보험 가입신청을 위해 근로자 과반수의 동의를 증명하는 서류는 어떻게 준비해야 하나요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 성립신고, 보험가입신청",3. 고용보험기획과에 건설업 고용(산재)보험 보험관계 성립신고를 하려면 방문 외에 어떤 접수 방법이 가능한가요?
"건설업 및 벌목업 고용(산재)보험 보험관계 성립신고, 보험가입신청","4. 건설업 고용(산재)보험 가입신청을 위해 필요한 주민등록표 초본을 제출할 때, 개인 신청인이 직접 제출하면 신분증명서로 대체할 수 있다고 하던데, 어떤 신분증명서가 인정되나요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 성립신고, 보험가입신청","5. 건축허가를 받은 후 건설업 고용(산재)보험 보험관계 성립신고를 하려면, 허가서와 함께 제출해야 하는 서류는 무엇인지 궁금합니다."
"고용·산재보험(임금채권부담금 등)보험료신고, 개산보험료 분할납부 신청, 과납보험료 충당신청","1. 고용·산재보험의 개산보험료를 분할납부 신청하려고 하는데, 어떤 방법으로 신청해야 하는지 궁금합니다."
"고용·산재보험(임금채권부담금 등)보험료신고, 개산보험료 분할납부 신청, 과납보험료 충당신청",2. 제가 고용·산재보험의 확정보험료 신고를 하려면 어떤 서식을 사용해야 하는지 알고 싶습니다.
"고용·산재보험(임금채권부담금 등)보험료신고, 개산보험료 분할납부 신청, 과납보험료 충당신청","3. 과납보험료 충당신청을 하고 싶은데, 이 신청은 본인이 직접 해야 하나요, 아니면 대리인도 가능합니까?"
"고용·산재보험(임금채권부담금 등)보험료신고, 개산보험료 분할납부 신청, 과납보험료 충당신청","4. 고용보험기획과에 고용·산재보험료 신고를 제출할 때, 방문 외에 어떤 접수 방법이 가능한지 알고 싶습니다."
"고용·산재보험(임금채권부담금 등)보험료신고, 개산보험료 분할납부 신청, 과납보험료 충당신청",5. 고용·산재보험의 보험료 신고를 위해 필요한 서류가 따로 없는 것인지 확인하고 싶습니다.
"고용보험, 산재보험 개산보험료 감액조정","1. 고용보험 개산보험료 감액조정을 신청하려고 하는데, 필요한 민원서식은 어디에서 받을 수 있나요?"
"고용보험, 산재보험 개산보험료 감액조정","2. 산재보험 개산보험료 감액조정을 위해 신청서를 제출할 때, 방문 외에 어떤 접수 방법이 가능한가요?"
"고용보험, 산재보험 개산보험료 감액조정","3. 고용보험 개산보험료 감액조정 신청을 위해 대리인이 대신 신청할 수 있는지, 그리고 그 경우 어떤 절차를 따라야 하는지 궁금합니다."
"고용보험, 산재보험 개산보험료 감액조정",4. 고용보험 및 산재보험 개산보험료 감액조정 신청 후 처리 기간은 얼마나 걸리는지 알고 싶습니다.
"고용보험, 산재보험 개산보험료 감액조정",5. 고용보험 개산보험료 감액조정 신청을 위해 특별히 준비해야 할 구비서류가 있는지 확인하고 싶습니다.
보험사무대행기관 폐지신고,"1. 보험사무대행기관을 폐지하려고 하는데, 폐지신고서를 어디에서 받을 수 있나요?"
보험사무대행기관 폐지신고,"2. 제가 운영하던 보험사무대행기관을 폐지하려고 하는데, 신고는 본인만 가능하나요, 아니면 대리인도 신청할 수 있나요?"
보험사무대행기관 폐지신고,3. 보험사무대행기관 폐지신고를 위해 필요한 서류는 무엇인지 궁금합니다.
보험사무대행기관 폐지신고,4. 보험사무대행기관 폐지신고를 인터넷으로 제출하려면 어떤 절차를 따라야 하나요?
보험사무대행기관 폐지신고,"5. 보험사무대행기관 폐지신고는 고용보험기획과에 제출해야 하는데, 접수 후 처리 기간은 얼마나 걸리나요?"
보험사무대행기관 인가,"1. 보험사무대행기관 인가를 신청하려고 하는데, 개인으로서 신청할 경우 필요한 증명 서류는 무엇인지 궁금합니다."
보험사무대행기관 인가,"2. 법인으로 보험사무대행기관 인가를 신청할 때, 주무관청의 인ㆍ허가를 받았다는 사실을 증명하는 서류는 어떤 형식으로 제출해야 하나요?"
보험사무대행기관 인가,"3. 보험사무대행기관 인가를 위해 정관 사본을 제출해야 하는데, 법인 또는 단체의 경우 어떤 내용을 포함해야 하는지 알고 싶습니다."
보험사무대행기관 인가,"4. 보험사무대행기관 인가 신청서식은 어디에서 다운로드 받을 수 있으며, 제출 방법은 어떤 것이 있는지 궁금합니다."
보험사무대행기관 인가,"5. 보험사무대행기관 인가 신청 후 처리 기간이 10일이라고 하는데, 이 과정에서 추가로 필요한 서류가 있는지 확인할 수 있는 방법이 있을까요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 해지신청, 소멸신고","1. 건설업 고용보험 관계를 해지하고자 하는데, 근로자 과반수 동의서가 필요한 경우 그 양식은 어디서 받을 수 있나요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 해지신청, 소멸신고","2. 벌목업 고용보험 소멸신고를 하려면 휴업 또는 폐업사실 증명원이 필요한데, 이 증명서는 어떻게 발급받을 수 있나요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 해지신청, 소멸신고","3. 제가 건설업체를 운영하고 있는데, 고용보험 관계 해지신청서를 제출하려면 방문, 우편, FAX, 인터넷 중 어떤 방법이 가장 빠른가요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 해지신청, 소멸신고","4. 고용보험 관계 해지신청을 위해 필요한 서류가 근로자 동의서와 폐업사실 증명원인데, 이 외에 추가로 제출해야 하는 서류는 없나요?"
"건설업 및 벌목업 고용(산재)보험 보험관계 해지신청, 소멸신고","5. 벌목업체의 고용보험 소멸신고를 하려는데, 신고 후 처리 기간이 3일이라고 하셨는데, 이 기간은 언제부터 시작되나요?"
고용(산재)보험 일괄적용 승인신청(성립신고),"1. 고용보험 일괄적용 승인을 신청하려고 하는데, 공사도급계약서 사본 외에 법인 등기사항증명서와 건설업등록증도 제출해야 하는지 궁금합니다."
고용(산재)보험 일괄적용 승인신청(성립신고),2. 사업 전부를 하나의 사업으로 적용받기 위해 고용(산재)보험 일괄적용 승인신청을 하려면 어떤 절차를 따라야 하는지 알고 싶습니다.
고용(산재)보험 일괄적용 승인신청(성립신고),"3. 고용보험기획과에 고용(산재)보험 일괄적용 승인신청서를 제출하려고 하는데, 접수 방법으로는 방문, 우편, FAX, 인터넷 중 어떤 방법이 가장 효율적인가요?"
고용(산재)보험 일괄적용 승인신청(성립신고),"4. 고용(산재)보험 일괄적용 승인신청을 위해 필요한 서류를 준비했는데, 제출 후 처리 기간이 7일이라고 하던데, 이 기간이 정확한지 확인할 수 있을까요?"
고용(산재)보험 일괄적용 승인신청(성립신고),"5. 고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률에 따라 고용(산재)보험 일괄적용 승인신청을 할 때 수수료가 없다고 들었는데, 이 점이 맞는지 확인하고 싶습니다."
고용보험·산재보험 대리인선임(해임)신고(보험료 징수관련),"1. 고용보험 대리인을 새로 선임하려고 하는데, 어떤 방법으로 신고할 수 있는지 궁금합니다. 방문, 우편, FAX, 인터넷 중 어떤 방법이 가장 효율적인가요?"
고용보험·산재보험 대리인선임(해임)신고(보험료 징수관련),"2. 고용보험·산재보험 대리인 해임 신고를 하려면 특별히 필요한 서류가 없다고 들었는데, 이 경우에도 신고서만 제출하면 되는 건가요?"
고용보험·산재보험 대리인선임(해임)신고(보험료 징수관련),3. 고용보험기획과에 대리인 선임 신고를 하려면 어떤 절차를 따라야 하는지 알고 싶습니다. 접수 후 처리까지 걸리는 시간은 얼마나 되나요?
고용보험·산재보험 대리인선임(해임)신고(보험료 징수관련),"4. 고용보험 대리인을 해임하고자 하는데, 신고를 위해 수수료가 없다고 하셨는데, 이와 관련된 추가 비용이 발생할 수 있는지 궁금합니다."
고용보험·산재보험 대리인선임(해임)신고(보험료 징수관련),"5. 고용보험·산재보험 대리인 선임 신고서를 작성할 때, 특별히 유의해야 할 사항이 있는지 알고 싶습니다. 별지서식 1호를 어떻게 작성해야 할까요?"
고용보험·산재보험 하수급인사업주 보험가입 승인신청,1. 하수급인사업주로서 고용보험·산재보험 가입 승인을 받으려면 도급계약서와 보험료 납부 인수에 관한 계약서 사본을 어떻게 제출해야 하나요?
고용보험·산재보험 하수급인사업주 보험가입 승인신청,"2. 원수급이 하수급인에게 보험료 납부를 인수하게 하는 경우, 고용보험·산재보험 가입 승인신청은 어떤 방법으로 접수할 수 있나요?"
고용보험·산재보험 하수급인사업주 보험가입 승인신청,3. 고용보험·산재보험 하수급인사업주 보험가입 승인신청을 위해 필요한 서류는 도급계약서와 보험료 납부 인수 계약서 외에 다른 것이 있나요?
고용보험·산재보험 하수급인사업주 보험가입 승인신청,"4. 하수급인사업주로서 고용보험·산재보험 가입 승인을 신청할 때, 신청서 양식은 어디에서 받을 수 있나요?"
고용보험·산재보험 하수급인사업주 보험가입 승인신청,"5. 고용보험·산재보험 하수급인사업주 보험가입 승인신청의 처리 기간이 5일이라면, 신청 후 언제까지 결과를 확인할 수 있나요?"
우리사주조합 해산 보고,"1. 우리사주조합 해산을 결정한 후, 해산사유를 증빙하는 서류는 어떤 형식으로 준비해야 하나요?"
우리사주조합 해산 보고,"2. 우리사주조합 해산 보고를 위해 조합의 재산 목록을 제출해야 하는데, 이 목록에는 어떤 항목들이 포함되어야 하는지 궁금합니다."
우리사주조합 해산 보고,"3. 해산된 우리사주조합의 청산인이 해산 보고를 하려면, 조합재산의 처분방법 및 처분계획서를 어떻게 작성해야 하는지 안내받을 수 있을까요?"
