기관유형,기관유형별분류,대표기관명,전체기관명,최하위기관명,대표전화번호,새우편번호,도로명주소
지자체,8읍면동_동,경기도,경기도 수원시 장안구 파장동 행정복지센터,파장동 행정복지센터,031-228-5604,16456,경기도 수원시 장안구 파장천로 60 (파장동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 고등동 행정복지센터,고등동 행정복지센터,031-228-7646,16237,경기도 수원시 팔달구 고등로 37 (고등동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 매교동 행정복지센터,매교동 행정복지센터,031-228-7604,16498,경기도 수원시 팔달구 정조로715번길 17 (매교동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 매산동 행정복지센터,매산동 행정복지센터,031-228-7645,16487,경기도 수원시 팔달구 매산로 45 (삼호골든프라자 5층)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 우만1동 행정복지센터,우만1동 행정복지센터,031-228-7128,16248,경기도 수원시 팔달구 세지로 406 (우만동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 우만2동 행정복지센터,우만2동 행정복지센터,031-228-7611,16251,경기도 수원시 팔달구 중부대로207번길 33 (우만동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 인계동 행정복지센터,인계동 행정복지센터,031-228-7732,16442,경기도 수원시 팔달구 인계로 123(인계동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 지동 행정복지센터,지동 행정복지센터,031-228-7649,16237,경기도 수원시 팔달구 세지로 406 (지동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 행궁동 행정복지센터,행궁동 행정복지센터,031-228-7675,14932,경기도 수원시 신풍로23번길 40 (신풍동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 화서1동 행정복지센터,화서1동 행정복지센터,031-228-7727,15069,경기도 수원시 동말로4번길 10 (화서동)
지자체,8읍면동_동,경기도,경기도 수원시 팔달구 화서2동 행정복지센터,화서2동 행정복지센터,031-228-7608,14992,경기도 수원시 화산로6번길 6 (화서동)
지자체,8읍면동_동,경기도,경기도 시흥시 과림동행정복지센터,과림동행정복지센터,031-310-4662,14902,경기도 시흥시 금오로 383 (과림동)
지자체,8읍면동_동,경기도,경기도 시흥시 군자동행정복지센터,군자동행정복지센터,031-310-4488,14939,경기도 시흥시 도일로102번길 11 (거모동)
지자체,8읍면동_동,경기도,경기도 시흥시 능곡동행정복지센터,능곡동행정복지센터,031-310-4746,14984,경기도 시흥시 능곡로 140 (능곡동)
지자체,8읍면동_동,경기도,경기도 시흥시 대야신천행정복지센터,대야신천행정복지센터,031-310-3783,14953,경기도 시흥시 소래산길 11 (대야동)
지자체,8읍면동_동,경기도,경기도 시흥시 매화동행정복지센터,매화동행정복지센터,031-310-4422,14957,경기도 시흥시 매화로 22 (매화동)
지자체,8읍면동_동,경기도,경기도 시흥시 목감동행정복지센터,목감동행정복지센터,031-310-4452,14998,경기도 시흥시 목감우회로23 (목감동)
지자체,8읍면동_동,경기도,경기도 시흥시 신천동주민센터,신천동주민센터,031-310-4332,14966,경기도 시흥시 포도원로 72 (신천동)
지자체,8읍면동_동,경기도,경기도 시흥시 신현동행정복지센터,신현동행정복지센터,031-310-4362,14922,경기도 시흥시 신현로 46 (포동)
지자체,8읍면동_동,경기도,경기도 시흥시 연성동행정복지센터,연성동행정복지센터,031-310-4692,15002,경기도 시흥시 새재로 30 (장현동)
지자체,8읍면동_동,경기도,경기도 시흥시 월곶동행정복지센터,월곶동행정복지센터,031-310-4772,15063,경기도 시흥시 월곶중앙로 30번안길 7 (월곶동)
지자체,8읍면동_동,경기도,경기도 시흥시 은행동행정복지센터,은행동행정복지센터,031-310-4393,15038,경기도 시흥시 수인로3247번길 25 (은행동)
지자체,8읍면동_동,경기도,경기도 시흥시 장곡동행정복지센터,장곡동행정복지센터,031-310-4752,15030,경기도 시흥시 인선길 14 (장곡동)
지자체,8읍면동_동,경기도,경기도 시흥시 정왕1동행정복지센터,정왕1동행정복지센터,031-310-4542,15020,경기도 시흥시 정왕대로298번길 15 (정왕동)
지자체,8읍면동_동,경기도,경기도 시흥시 정왕2동행정복지센터,정왕2동행정복지센터,031-310-4581,15048,경기도 시흥시 정왕대로 122 (정왕동)
지자체,8읍면동_동,경기도,경기도 시흥시 정왕3동행정복지센터,정왕3동행정복지센터,031-310-4611,15335,경기도 시흥시 정왕대로53번길 38 (정왕동)
지자체,8읍면동_동,경기도,경기도 시흥시 정왕4동행정복지센터,정왕4동행정복지센터,031-310-4632,15645,경기도 시흥시 함송로29번길 23 (정왕동)
지자체,8읍면동_동,경기도,경기도 시흥시 정왕본동행정복지센터,정왕본동행정복지센터,031-310-4517,15380,경기도 시흥시 역전로 228 (정왕동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 고잔동행정복지센터,고잔동행정복지센터,031-481-6330,15365,경기도 안산시 단원구 화랑로 387 안산시청 제2별관(고잔동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 대부동행정복지센터,대부동행정복지센터,031-481-6712,15230,경기도 안산시 단원구 대부중앙로 97-9 (대부북동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 백운동행정복지센터,백운동행정복지센터,031-481-6706,15212,경기도 안산시 단원구 원선로 31 (원곡동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 선부1동행정복지센터,선부1동행정복지센터,031-481-6738,15402,경기도 안산시 단원구 선부광장서로 47 (선부동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 선부2동행정복지센터,선부2동행정복지센터,031-481-6915,15245,경기도 안산시 단원구 지곡로 46 (선부동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 선부3동행정복지센터,선부3동행정복지센터,031-481-6927,15377,경기도 안산시 단원구 선삼로 47 (선부동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 신길동행정복지센터,신길동행정복지센터,031-481-6660,15339,경기도 안산시 단원구 삼일로 42-7(신길동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 와동행정복지센터,와동행정복지센터,031-481-6071,15445,경기도 안산시 단원구 선부로 273 (와동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 원곡동행정복지센터,원곡동행정복지센터,031-481-6704,15473,경기도 안산시 단원구 부부로 55 (원곡동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 중앙동행정복지센터,중앙동행정복지센터,031-481-6703,15521,경기도 안산시 단원구 예술대학로 76 (고잔동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 초지동행정복지센터,초지동행정복지센터,031-481-6607,15576,경기도 안산시 단원구 초지동로 67 (초지동)
지자체,8읍면동_동,경기도,경기도 안산시 단원구 호수동행정복지센터,호수동행정복지센터,031-481-6533,15543,경기도 안산시 단원구 광덕2로 125 (고잔동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 반월동행정복지센터,반월동행정복지센터,031-481-5510,15537,경기도 안산시 상록구 건건로 51 (건건동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 본오1동행정복지센터,본오1동행정복지센터,031-481-5525,15306,경기도 안산시 상록구 샘골로 16 (본오동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 본오2동행정복지센터,본오2동행정복지센터,031-481-5505,15582,경기도 안산시 상록구 각골로 75 (본오동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 본오3동행정복지센터,본오3동행정복지센터,031-481-5506,15623,경기도 안산시 상록구 용신로 376 (본오동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 부곡동행정복지센터,부곡동행정복지센터,031-481-5507,15291,경기도 안산시 상록구 성호로 326 (부곡동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 사동행정복지센터,사동행정복지센터,031-481-5532,15204,경기도 안산시 상록구 석호로 171 (사동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 사이동행정복지센터,사이동행정복지센터,031-481-5503,15277,경기도 안산시 상록구 감골1로 52 (사동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 성포동행정복지센터,성포동행정복지센터,031-481-5509,15513,경기도 안산시 상록구 예술광장로 75(성포동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 안산동행정복지센터,안산동행정복지센터,031-481-5511,15327,경기도 안산시 상록구 장하로 315 (수암동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 월피동행정복지센터,월피동행정복지센터,031-481-5508,15595,경기도 안산시 상록구 시낭북로 4 (월피동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 이동행정복지센터,이동행정복지센터,031-481-5512,17592,경기도 안산시 상록구 이동로 46 (이동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 일동행정복지센터,일동행정복지센터,031-481-5501,17596,경기도 안산시 상록구 성호로 53 (일동)
지자체,8읍면동_동,경기도,경기도 안산시 상록구 해양동행정복지센터,해양동행정복지센터,031-481-5464,17572,경기도 안산시 상록구 해양로 8 (사동)
지자체,8읍면동_동,경기도,경기도 안성시 안성1동주민센터,안성1동주민센터,031-678-4010,14106,경기도 안성시 낙원길 95 (영동)
지자체,8읍면동_동,경기도,경기도 안성시 안성2동주민센터,안성2동주민센터,031-678-4030,13931,경기도 안성시 강변로74번길 16 (도기동)
지자체,8읍면동_동,경기도,경기도 안성시 안성3동주민센터,안성3동주민센터,031-678-4050,13950,경기도 안성시 고수2로 11 (당왕동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 갈산동행정복지센터,갈산동행정복지센터,031-8045-4760,14101,경기도 안양시 동안구 흥안대로223번길 30 (호계동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 관양1동행정복지센터,관양1동행정복지센터,031-8045-4650,14043,경기도 안양시 동안구 관평로 358번길 46(관양동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 관양2동행정복지센터,관양2동행정복지센터,031-8045-4660,14072,경기도 안양시 동안구 관양로 215 (관양동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 귀인동행정복지센터,귀인동행정복지센터,031-8045-4700,14051,경기도 안양시 동안구 부림로 16 (평촌동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 달안동행정복지센터,달안동행정복지센터,031-8045-4640,14045,경기도 안양시 동안구 달안로 65 (비산동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 범계동행정복지센터,범계동행정복지센터,031-8045-4740,13923,경기도 안양시 동안구 평촌대로217번길 63 (호계동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 부림동행정복지센터,부림동행정복지센터,031-8045-4670,13954,경기도 안양시 동안구 달안로 154 (관양동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 부흥동행정복지센터,부흥동행정복지센터,031-8045-4630,13918,경기도 안양시 동안구 달안로 28 (비산동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 비산1동행정복지센터,비산1동행정복지센터,031-8045-4600,14099,경기도 안양시 동안구 관악대로 97 (비산동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 비산2동행정복지센터,비산2동행정복지센터,031-8045-4610,14068,경기도 안양시 동안구 관악대로106번길 70 (비산동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 비산3동행정복지센터,비산3동행정복지센터,031-8045-4620,14061,안양시 동안구 운곡로 34 (비산동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 신촌동행정복지센터,신촌동행정복지센터,031-8045-4750,14112,경기도 안양시 동안구 동안로 28 (호계동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 평안동행정복지센터,평안동행정복지센터,031-8045-4690,14079,경기도 안양시 동안구 관평로138번길 39 (평촌동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 평촌동행정복지센터,평촌동행정복지센터,031-8045-4680,14123,경기도 안양시 동안구 흥안대로456번길 21 (평촌동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 호계1동행정복지센터,호계1동행정복지센터,031-8045-4710,13984,경기도 안양시 동안구 경수대로 538 (호계동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 호계2동행정복지센터,호계2동행정복지센터,031-8045-4720,14016,경기도 안양시 동안구 시민대로110번길 6 (호계동)
지자체,8읍면동_동,경기도,경기도 안양시 동안구 호계3동행정복지센터,호계3동행정복지센터,031-8045-4730,13909,경기도 안양시 동안구 경수대로 504 (호계동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 박달1동행정복지센터,박달1동행정복지센터,031-8045-3720,13964,경기도 안양시 만안구 양화로127번길 9 (박달동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 박달2동행정복지센터,박달2동행정복지센터,031-8045-3730,13972,경기도 안양시 만안구 박달로 440 (박달동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 석수1동행정복지센터,석수1동행정복지센터,031-8045-3690,13995,경기도 안양시 만안구 경수대로 1252 (석수동 806)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 석수2동행정복지센터,석수2동행정복지센터,031-8045-3700,13990,경기도 안양시 만안구 안양로 496 (석수동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 석수3동행정복지센터,석수3동행정복지센터,031-8045-3710,14007,안양시 만안구 충훈로90번길 36 (석수동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양1동행정복지센터,안양1동행정복지센터,031-8045-3600,14002,경기도 안양시 만안구 장내로 170 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양2동행정복지센터,안양2동행정복지센터,031-8045-3610,13998,경기도 안양시 만안구 안양로384번길 50 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양3동행정복지센터,안양3동행정복지센터,031-8045-3620,14033,경기도 안양시 만안구 양화로 28 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양4동행정복지센터,안양4동행정복지센터,031-8045-3630,14038,경기도 안양시 만안구 냉천로193번길 34 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양5동행정복지센터,안양5동행정복지센터,031-8045-3640,14093,경기도 안양시 만안구 냉천로157번길 18 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양6동행정복지센터,안양6동행정복지센터,031-8045-3650,14019,경기도 안양시 만안구 안양로170번길 23 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양7동행정복지센터,안양7동행정복지센터,031-8045-3660,11501,안양시 만안구 덕천로 115 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양8동행정복지센터,안양8동행정복지센터,031-8045-3670,11493,경기도 안양시 만안구 안양로111번길 17 (안양동)
지자체,8읍면동_동,경기도,경기도 안양시 만안구 안양9동행정복지센터,안양9동행정복지센터,031-8045-3680,11450,경기도 안양시 만안구 병목안로142번길 12-9 (안양동)
지자체,8읍면동_동,경기도,경기도 양주시 양주1동행정복지센터,양주1동행정복지센터,031-8082-4577,11501,경기도 양주시 외미로64번길 45
지자체,8읍면동_동,경기도,경기도 양주시 양주2동행정복지센터,양주2동행정복지센터,031-8082-4578,11493,경기도 양주시 고읍로 77
지자체,8읍면동_동,경기도,경기도 양주시 회천1동행정복지센터,회천1동행정복지센터,031-8082-4579,11449,경기 양주시 화합로1327번길 39
지자체,8읍면동_동,경기도,경기도 양주시 회천2동행정복지센터,회천2동행정복지센터,031-8082-4580,11443,경기도 양주시 평화로1475번길 39
지자체,8읍면동_동,경기도,경기도 양주시 회천3동행정복지센터,회천3동행정복지센터,031-8082-7824,11451,경기도 양주시 회정로 143
지자체,8읍면동_동,경기도,경기도 양주시 회천4동행정복지센터,회천4동행정복지센터,031-8082-4582,11468,경기도 양주시 옥정로 397-7
지자체,8읍면동_동,경기도,경기도 여주시 여흥동 행정복지센터,여흥동 행정복지센터,031-887-3773,18119,경기도 여주시 여흥로 148 (상동)
지자체,8읍면동_동,경기도,경기도 여주시 오학동 행정복지센터,오학동 행정복지센터,031-887-3495,12639,경기도 여주시 도예로 2 (현암동)
지자체,8읍면동_동,경기도,경기도 여주시 중앙동 행정복지센터,중앙동 행정복지센터,031-887-3411,12623,경기도 여주시 여흥로11번길 26 (하동)
지자체,8읍면동_동,경기도,경기도 오산시 남촌동 행정복지센터,남촌동 행정복지센터,031-8036-6260,18108,경기도 오산시 청학로 55-5 (청학동)
지자체,8읍면동_동,경기도,경기도 오산시 대원동 행정복지센터,대원동행정복지센터,031-8036-6230,18132,경기도 오산시 오산로132번길 28 (원동)
지자체,8읍면동_동,경기도,경기도 오산시 세마동 행정복지센터,세마동 행정복지센터,031-8036-6320,18104,경기도 오산시 독산성로 419 (세교동)
지자체,8읍면동_동,경기도,경기도 오산시 신장동 행정복지센터,신장동 행정복지센터,031-8036-6290,16977,경기도 오산시 문헌공로 45 (금암동)
지자체,8읍면동_동,경기도,경기도 오산시 중앙동 행정복지센터,중앙동 행정복지센터,031-8036-6200,16917,경기도 오산시 경기대로 307 (오산동)
지자체,8읍면동_동,경기도,경기도 오산시 초평동 행정복지센터,초평동 행정복지센터,031-8036-6350,17085,경기도 오산시 초평중앙로 77 (벌음동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 구갈동주민센터,구갈동주민센터,031-324-6631,17006,경기도 용인시 기흥구 강남로 23 (구갈동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 구성동주민센터,구성동주민센터,031-324-6711,17007,경기도 용인시 기흥구 구성로77번길 17 (언남동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 기흥동주민센터,기흥동주민센터,031-324-6678,16990,경기도 용인시 고매로43번길 12-14 (공세동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 동백1동주민센터,동백1동주민센터,031-324-7631,16910,"경기도 용인시 기흥구 동백죽전대로 444 (쥬네브썬월드빌딩, 6층)"
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 동백2동주민센터,동백2동주민센터,031-324-6893,16898,경기도 용인시 기흥구 동백중앙로 214 (중동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 동백3동주민센터,동백3동주민센터,031-324-7691,17072,"경기도 용인시 기흥구 동백죽전대로527번길 98-2 (중동, 헌암프라자 2층)"
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 마북동주민센터,마북동주민센터,031-324-6721,16994,경기도 용인시 기흥구 구교동로118번길 16 (마북동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 보정동주민센터,보정동주민센터,031-264-6771,17109,경기도 용인시 기흥구 죽전로 40 (보정동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 상갈동주민센터,상갈동주민센터,031-324-6650,16969,경기도 용인시 기흥구 상갈로 2 (상갈동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 상하동주민센터,상하동주민센터,031-324-6781,16954,경기도 용인시 기흥구 어정로 62-23 (상하동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 서농동행정복지센터,서농동행정복지센터,031-324-6691,17095,경기도 용인시 기흥구 서천서로 79 (서천동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 신갈동주민센터,신갈동주민센터,031-324-6601,16825,경기도 용인시 기흥구 신갈로58번길 11 (신갈동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 영덕1동주민센터,영덕1동주민센터,031-324-6577,16937,경기도 용인시 기흥구 흥덕2로118번길 2 (영덕동)
지자체,8읍면동_동,경기도,경기도 용인시 기흥구 영덕2동주민센터,영덕2동주민센터,031-324-6465,16929,경기도 용인시 기흥구 덕영대로2077번길 68 (영덕동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 동천동주민센터,동천동주민센터,031-324-8702,16852,경기도 용인시 수지구 신수로783번길 40 (동천동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 상현1동주민센터,상현1동주민센터,031-324-8733,16845,경기도 용인시 수지구 상현로 71 (상현동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 상현2동주민센터,상현2동주민센터,031-324-8752,16872,경기도 용인시 수지구 만현로 48 (상현동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 성복동주민센터,성복동주민센터,031-324-8772,16870,경기도 용인시 수지구 성복1로 100 (성복동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 신봉동주민센터,신봉동주민센터,031-324-8642,16832,경기도 용인시 수지구 수지로 215 (신봉동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 죽전1동주민센터,죽전1동주민센터,031-324-8662,16844,경기도 용인시 수지구 대지로15번길 50 (죽전동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 죽전2동주민센터,죽전2동주민센터,031-324-8695,17144,경기도 용인시 수지구 포은대로 523 (죽전동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 풍덕천1동주민센터,풍덕천1동주민센터,031-324-8602,17055,경기도 용인시 수지구 수지로342번길 3 (풍덕천동)
지자체,8읍면동_동,경기도,경기도 용인시 수지구 풍덕천2동주민센터,풍덕천2동주민센터,031-324-8633,17043,경기도 용인시 수지구 풍덕천로 51 (풍덕천동)
지자체,8읍면동_동,경기도,경기도 용인시 처인구 동부동주민센터,동부동주민센터,031-324-5982,17051,경기도 용인시 처인구 중부대로 1574 (마평동)
지자체,8읍면동_동,경기도,경기도 용인시 처인구 역삼동주민센터,역삼동주민센터,031-321-5921,16069,경기도 용인시 처인구 명지로 16
지자체,8읍면동_동,경기도,경기도 용인시 처인구 유림동주민센터,유림동주민센터,031-324-5954,16041,경기도 용인시 처인구 백옥대로 1315 (유방동)
지자체,8읍면동_동,경기도,경기도 용인시 처인구 중앙동주민센터,중앙동주민센터,031-324-5894,16027,경기도 용인시 처인구 금령로78번길 7 (김량장동)
지자체,8읍면동_동,경기도,경기도 의왕시 고천동주민센터,고천동주민센터,031-345-3121,16092,경기도 의왕시 사천로 11 (왕곡동)
지자체,8읍면동_동,경기도,경기도 의왕시 내손1동주민센터,내손1동주민센터,031-345-3211,16055,경기도 의왕시 갈미로 71 (내손동)
지자체,8읍면동_동,경기도,경기도 의왕시 내손2동주민센터,내손2동주민센터,031-345-3241,16013,경기도 의왕시 복지로 109 (내손동)
지자체,8읍면동_동,경기도,경기도 의왕시 부곡동주민센터,부곡동주민센터,031-345-3141,11676,경기도 의왕시 부곡시장길 75 (삼동)
지자체,8읍면동_동,경기도,경기도 의왕시 오전동주민센터,오전동주민센터,031-345-3171,11607,경기도 의왕시 찬우물길 11 (오전동)
지자체,8읍면동_동,경기도,경기도 의왕시 청계동주민센터,청계동주민센터,031-345-3271,11792,경기도 의왕시 안양판교로 232 (포일동)
지자체,8읍면동_동,경기도,경기도 의정부시 가능동주민센터,가능동주민센터,031-870-7078,11809,경기도 의정부시 신촌로 35 가능동주민센터
지자체,8읍면동_동,경기도,경기도 의정부시 녹양동주민센터,녹양동주민센터,031-870-7118,11730,경기도 의정부시 진등로 21
지자체,8읍면동_동,경기도,경기도 의정부시 송산1동주민센터,송산1동주민센터,031-870-7828,11740,경기도 의정부시 민락로 13
지자체,8읍면동_동,경기도,경기도 의정부시 송산2동주민센터,송산2동주민센터,031-870-7778,11690,경기도 의정부시 용민로 115
지자체,8읍면동_동,경기도,경기도 의정부시 신곡1동행정복지센터,신곡1동행정복지센터,031-870-7478,11671,경기도 의정부시 발곡로 17
지자체,8읍면동_동,경기도,경기도 의정부시 신곡2동주민센터,신곡2동주민센터,031-870-7618,11699,경기도 의정부시 추동로23번길 7
지자체,8읍면동_동,경기도,경기도 의정부시 의정부1동주민센터,의정부1동주민센터,031-870-6998,11759,경기도 의정부시 가능로152번길 14
지자체,8읍면동_동,경기도,경기도 의정부시 의정부2동주민센터,의정부2동주민센터,031-870-7328,11718,경기도 의정부시 신흥로 275
지자체,8읍면동_동,경기도,경기도 의정부시 의정부3동주민센터,의정부3동주민센터,031-870-7661,11710,경기도 의정부시 용민로 391 (낙양동)
지자체,8읍면동_동,경기도,경기도 의정부시 자금동주민센터,자금동주민센터,031-870-7868,11634,경기도 의정부시 거북로 13 (금오동)
지자체,8읍면동_동,경기도,경기도 의정부시 장암동주민센터,장암동주민센터,031-870-7339,11659,경기도 의정부시 장곡로250번길 23
지자체,8읍면동_동,경기도,경기도 의정부시 호원1동주민센터,호원1동주민센터,031-870-7338,17354,경기도 의정부시 평화로230번길 12-9
지자체,8읍면동_동,경기도,경기도 의정부시 호원2동행정복지센터,호원2동행정복지센터,031-870-7238,17375,경기도 의정부시 신흥로 115
지자체,8읍면동_동,경기도,경기도 의정부시 흥선동주민센터,흥선동주민센터,031-870-6898,11659,경기도 의정부시 흥선로 20
지자체,8읍면동_동,경기도,경기도 이천시 관고동행정복지센터,관고동행정복지센터,031-633-9007,17365,경기도 이천시 설봉로 65 (관고동)
지자체,8읍면동_동,경기도,경기도 이천시 중리동행정복지센터,중리동행정복지센터,031-633-9003,10867,경기도 이천시 남천로 31 (중리동)
지자체,8읍면동_동,경기도,경기도 이천시 증포동행정복지센터,증포동행정복지센터,031-633-1002,10930,경기도 이천시 증신로156번길 15 (증포동)
지자체,8읍면동_동,경기도,경기도 이천시 창전동행정복지센터,창전동행정복지센터,031-633-9001,10918,경기도 이천시 영창로163번길 22 (창전동)
지자체,8읍면동_동,경기도,경기도 파주시 교하동행정복지센터,교하동행정복지센터,031-940-8115,10850,"경기도 파주시 교하로 1401 (교하동, 교하동사무소)"
지자체,8읍면동_동,경기도,경기도 파주시 금촌1동행정복지센터,금촌1행정복지센터,031-940-8201,10894,"경기도 파주시 금정로 45 (금촌동, 금촌1동주민센터)"
지자체,8읍면동_동,경기도,경기도 파주시 금촌2동행정복지센터,금촌2동행정복지센터,031-940-8221,10894,"경기도 파주시 쇠재로 115 (금촌동, 금촌2동주민센터)"
지자체,8읍면동_동,경기도,경기도 파주시 금촌3동행정복지센터,금촌3동행정복지센터,031-940-8745,10894,"경기도 파주시 시청로 194 (아동동, 금촌3동주민센터)"
지자체,8읍면동_동,경기도,경기도 파주시 운정1동행정복지센터,운정1동행정복지센터,031-940-5823,17859,"경기도 파주시 와석순환로 415 (와동동, 운정행복센터)"
지자체,8읍면동_동,경기도,경기도 파주시 운정2동행정복지센터,운정2동행정복지센터,031-940-8537,17901,"경기도 파주시 와석순환로 415 (와동동, 운정행복센터)"
지자체,8읍면동_동,경기도,경기도 파주시 운정3동행정복지센터,운정3동행정복지센터,031-940-8780,17772,"경기도 파주시 와석순환로 415 (와동동, 운정행복센터)"
지자체,8읍면동_동,경기도,경기도 평택시 비전1동행정복지센터,비전1동행정복지센터,031-8024-5560,17838,경기도 평택시 비전2로 330 (죽백동)
지자체,8읍면동_동,경기도,경기도 평택시 비전2동행정복지센터,비전2동행정복지센터,031-8024-5561,17756,경기도 평택시 중앙로 261 (비전동)
지자체,8읍면동_동,경기도,경기도 평택시 서정동행정복지센터,서정동행정복지센터,031-8024-6604,17742,경기도 평택시 탄현로 170 (서정동)
지자체,8읍면동_동,경기도,경기도 평택시 세교동행정복지센터,세교동행정복지센터,031-8024-5840,17752,경기도 평택시 세교3로 37 (세교동)
지자체,8읍면동_동,경기도,경기도 평택시 송북동행정복지센터,송북동행정복지센터,031-8024-7070,17756,경기도 평택시 지산2로 113 (지산동)
지자체,8읍면동_동,경기도,경기도 평택시 송탄동행정복지센터,송탄동행정복지센터,031-8024-5000,17912,경기도 평택시 방여울로 117 (가재동)
지자체,8읍면동_동,경기도,경기도 평택시 신장1동행정복지센터,신장1동행정복지센터,031-8024-6608,17921,경기도 평택시 신장로90번길 63 (신장동)
지자체,8읍면동_동,경기도,경기도 평택시 신장2동행정복지센터,신장2동행정복지센터,031-8024-6609,17783,경기도 평택시 밀월로21번길 7 (신장동)
지자체,8읍면동_동,경기도,경기도 평택시 신평동행정복지센터,신평동행정복지센터,031-8024-5670,17912,경기도 평택시 평택3로 9 (합정동)
지자체,8읍면동_동,경기도,경기도 평택시 원평동행정복지센터,원평동행정복지센터,031-8024-5710,17879,경기도 평택시 원평2로 9 (통복동)
