사무명,질문
농어촌관광휴양지사업 폐업 신고,5. 농어촌관광휴양지사업 폐업 신고를 위해 제출해야 하는 서류 외에 추가로 필요한 서류가 있는지 궁금합니다.
국가품종목록 등재 유효기간 연장신청,"1. 국가품종목록 등재 유효기간 연장을 신청하려고 하는데, 대리인으로 신청할 경우 어떤 대리권을 증명하는 서류가 필요한가요?"
국가품종목록 등재 유효기간 연장신청,2. 국가품종목록 등재 유효기간 연장신청을 위해 필요한 기본서류는 무엇인지 알고 싶습니다.
국가품종목록 등재 유효기간 연장신청,"3. 국가품종목록 등재 유효기간 연장신청을 하려면 수수료가 20,000원인데, 이 수수료는 어떻게 납부해야 하나요?"
국가품종목록 등재 유효기간 연장신청,"4. 국가품종목록 등재 유효기간 연장신청서를 제출할 때, 방문과 우편 중 어떤 방법이 더 빠른 처리 결과를 받을 수 있는지 궁금합니다."
국가품종목록 등재 유효기간 연장신청,"5. 국가품종목록 등재 유효기간 연장신청을 위한 신청서는 어디에서 받을 수 있으며, 별지서식 8호의 서식은 어떻게 작성해야 하나요?"
국가품종목록 등재신청,"1. 국가품종목록 등재신청을 하려는데, 품종목록등재신청 수수료 납부증명서는 어떻게 제출해야 하나요?"
국가품종목록 등재신청,"2. 유전자변형품종으로 국가품종목록 등재신청을 하려면 위해성심사서를 반드시 제출해야 하는데, 이 서류는 어디서 받을 수 있나요?"
국가품종목록 등재신청,"3. 대리인이 국가품종목록 등재신청을 대신하려고 하는데, 대리권을 증명하는 서류는 어떤 형식으로 준비해야 하나요?"
국가품종목록 등재신청,"4. 국가품종목록 등재신청을 위해 품종의 사진과 종자시료를 제출해야 하는데, 이 시료는 어떤 방식으로 준비해야 하는지 궁금합니다."
국가품종목록 등재신청,"5. 국가품종목록 등재신청서의 양식은 어디에서 다운로드 받을 수 있으며, 별지서식 5호는 어떤 내용을 포함해야 하나요?"
"품종생산, 수입 판매 변경 신고","1. 최근에 품종 생산을 변경했는데, 이 변경 사항을 신고하기 위해 필요한 서류는 무엇인지 궁금합니다."
"품종생산, 수입 판매 변경 신고",2. 품종 생산·수입 판매 변경 신고를 하려면 어떤 방식으로 산림청장에게 신청해야 하나요? 방문이나 우편 중 어떤 방법이 더 효율적인지 알고 싶습니다.
"품종생산, 수입 판매 변경 신고","3. 품종 생산·수입 판매 신고증명서를 제출해야 하는데, 이 서류를 어디서 발급받을 수 있는지 알려주실 수 있나요?"
"품종생산, 수입 판매 변경 신고",4. 대리인을 통해 품종 생산·수입 판매 변경 신고를 하려면 대리권을 증명하는 서류는 어떤 형식으로 준비해야 하는지 궁금합니다.
"품종생산, 수입 판매 변경 신고","5. 품종 생산·수입 판매 변경 신고를 하는 데 수수료가 없다고 들었는데, 이와 관련해 추가로 발생할 수 있는 비용이 있는지 확인하고 싶습니다."
품종보호 관련 수수료 면제 신청,"1. 품종보호 관련 수수료 면제를 신청하려고 하는데, 대리인으로 신청할 경우 어떤 대리권을 증명하는 서류가 필요한가요?"
품종보호 관련 수수료 면제 신청,"2. 제가 국민기초생활수급자인데, 품종보호 관련 수수료 면제를 신청하기 위해 필요한 구비서류는 무엇인지 알고 싶습니다."
품종보호 관련 수수료 면제 신청,"3. 품종보호 관련 수수료 면제를 받기 위해서는 어떤 서류를 제출해야 하는지, 특히 종자산업법 시행규칙에 따른 증명서류는 어떻게 준비해야 하나요?"
품종보호 관련 수수료 면제 신청,"4. 품종보호 관련 수수료 면제를 신청하려고 하는데, 신청서를 제출할 때 국립종자원과 산림청 중 어디에 가야 하는지 궁금합니다."
품종보호 관련 수수료 면제 신청,"5. 품종보호 관련 수수료 면제를 신청할 때, 처리 기간이 7일이라고 하는데, 이 기간 동안 어떤 절차가 진행되는지 설명해 주실 수 있나요?"
수입적응성시험 신청,"1. 제가 새로운 품종의 작물을 국내에 처음으로 도입하려고 하는데, 수입적응성시험 신청을 위해 필요한 기본서류는 무엇인지 알고 싶습니다."
수입적응성시험 신청,"2. 수입적응성시험 신청을 하려면, 품종당 50,000원의 수수료를 어떻게 납부해야 하는지 구체적인 방법을 알려주실 수 있나요?"
수입적응성시험 신청,"3. 수입적응성시험 신청서를 제출할 때, 산림청에 직접 방문해야 하는지 아니면 우편으로도 가능하는지 궁금합니다."
수입적응성시험 신청,4. 수입적응성시험 신청을 위해 작성해야 하는 수입적응성 시험 계획서의 형식이나 내용에 대해 안내받을 수 있을까요?
수입적응성시험 신청,"5. 수입적응성시험 신청 후 처리 기간이 1년이라고 하는데, 이 과정에서 산림청과 어떤 협의가 필요한지 알고 싶습니다."
"분쟁대상 종자 및 묘에 대한 시험분석, 시료 채취 신청","1. 최근에 분쟁이 발생한 종자에 대해 시험분석을 신청하려고 하는데, 시료 채취 입회확인서는 어떻게 준비해야 하나요?"
"분쟁대상 종자 및 묘에 대한 시험분석, 시료 채취 신청","2. 분쟁대상 묘에 대한 시험분석을 신청하고 싶습니다. 이 경우, 종자 또는 묘 시료를 어떻게 밀봉하여 농림축산식품부에 제출해야 하나요?"
"분쟁대상 종자 및 묘에 대한 시험분석, 시료 채취 신청","3. 분쟁대상 종자에 대한 시료 채취를 공동으로 진행해야 하는데, 이 과정에서 필요한 구비서류는 무엇인지 궁금합니다."
"분쟁대상 종자 및 묘에 대한 시험분석, 시료 채취 신청","4. 종자산업법에 따라 분쟁대상 종자 및 묘에 대한 시험분석을 신청할 때, 수수료는 어떻게 계산되며, 어떤 방식으로 납부해야 하나요?"
"분쟁대상 종자 및 묘에 대한 시험분석, 시료 채취 신청","5. 분쟁대상 종자 및 묘에 대한 시험분석 신청을 위해 방문 접수를 하려면, 어떤 서식을 준비해야 하는지 알려주세요."
종자(묘)분쟁조정 신청,1. 종자업자에게 피해 보상을 청구했지만 합의가 이루어지지 않아 종자(묘)분쟁조정 신청을 하려면 어떤 구비서류를 제출해야 하나요?
종자(묘)분쟁조정 신청,"2. 육묘업자와의 보상금 합의가 실패하여 종자(묘)분쟁조정 신청을 고려하고 있는데, 수수료는 어떻게 되나요?"
종자(묘)분쟁조정 신청,"3. 종자(묘)분쟁조정 신청을 위해 분쟁조정 신청서를 작성할 때, 어떤 형식으로 교섭경위서를 첨부해야 하나요?"
종자(묘)분쟁조정 신청,4. 종자(묘)분쟁조정 신청을 하려면 방문 접수와 우편 접수 중 어떤 방법이 더 효율적인가요?
종자(묘)분쟁조정 신청,"5. 종자(묘)분쟁조정 신청을 위해 필요한 객관적인 자료는 어떤 종류가 있으며, 이를 어떻게 준비해야 하나요?"
정부 보급종자 피해보상 신청,"1. 정부 보급종자로 인해 작물에 피해를 입었는데, 피해보상 신청을 하려면 종자구입 확인서를 어떻게 준비해야 하나요?"
정부 보급종자 피해보상 신청,2. 정부 보급종자 피해보상 신청을 위해 필요한 서류 중 종자피해를 증명할 수 있는 사진 자료는 어떤 형식으로 제출해야 하나요?
정부 보급종자 피해보상 신청,"3. 정부 보급종자 피해보상 신청을 위해 방문 접수할 경우, 식량종자과에 직접 가야 하는데, 운영 시간은 어떻게 되나요?"
정부 보급종자 피해보상 신청,"4. 정부 보급종자 피해보상 신청서를 제출한 후, 처리 기간이 90일이라고 하던데, 중간에 진행 상황을 확인할 수 있는 방법이 있나요?"
정부 보급종자 피해보상 신청,"5. 정부 보급종자 피해보상 신청을 대리인이 대신할 경우, 어떤 추가 서류가 필요한가요?"
동물용의료기기 제조(수입)품목 허가(조건부허가) 신청,"1. 동물용의료기기를 수입하려고 하는데, 조건부허가 신청을 위해 필요한 구비서류에는 어떤 것들이 포함되어 있나요?"
동물용의료기기 제조(수입)품목 허가(조건부허가) 신청,"2. 동물용의료기기 제조허가를 신청할 때, 안전성·유효성 심사가 필요한 품목의 경우 처리 기간이 얼마나 걸리는지 알고 싶습니다."
동물용의료기기 제조(수입)품목 허가(조건부허가) 신청,"3. 동물용의료기기 제조(수입)품목 허가를 신청할 때, 수수료가 10,000원인데 이 금액은 어떻게 납부해야 하나요?"
동물용의료기기 제조(수입)품목 허가(조건부허가) 신청,"4. 동물용의료기기 제조허가를 위해 신청서를 제출하려고 하는데, 농림축산검역본부장에게 직접 방문해야 하는지, 아니면 우편이나 인터넷으로도 가능할까요?"
동물용의료기기 제조(수입)품목 허가(조건부허가) 신청,"5. 동물용의료기기를 수입하려고 하는데, 해당 품목의 제조증명서와 판매증명서는 어떻게 확보해야 하는지 궁금합니다."
비료생산업자(비료수입업자) 지위 승계 신고,"1. 비료생산업자로서 상속을 통해 지위를 승계하려고 하는데, 상속인임을 증명하는 서류로 어떤 것을 제출해야 하나요?"
비료생산업자(비료수입업자) 지위 승계 신고,"2. 비료수입업자의 영업 양도를 신고하려고 하는데, 양도 계약서 사본 외에 어떤 추가 서류가 필요한지 궁금합니다."
비료생산업자(비료수입업자) 지위 승계 신고,"3. 합병을 통해 비료생산업자의 지위를 승계하고자 하는데, 합병계약서 외에 어떤 서류를 제출해야 하는지 알고 싶습니다."
비료생산업자(비료수입업자) 지위 승계 신고,"4. 비료생산업자 지위 승계 신고를 위해 가족관계증명서를 제출해야 하는 경우, 어떤 법령에 따라 발급받아야 하는지 궁금합니다."
비료생산업자(비료수입업자) 지위 승계 신고,"5. 비료수입업자의 지위 승계를 신고할 때, 법인등기사항증명서가 필요한 경우 어떤 상황인지 설명해 주실 수 있나요?"
해외 우수 한식당 지정 신청,"1. 해외에서 한식당을 운영하고 있는데, 해외 우수 한식당 지정 신청을 위해 필요한 구비서류에 대해 자세히 알고 싶습니다. 특히, 사업자등록증과 최근 3년간 한식당 경영을 증명하는 서류는 어떤 형식으로 제출해야 하나요?"
해외 우수 한식당 지정 신청,"2. 한식당의 대표자로서 해외 우수 한식당 지정 신청을 하려는데, 조리장의 자격 및 경력을 증명하는 서류에 포함해야 할 내용은 무엇인지 궁금합니다. 한식교육과정 이수현황은 어떻게 제출해야 하나요?"
해외 우수 한식당 지정 신청,"3. 해외 우수 한식당 지정 신청을 위해 메뉴판을 제출해야 하는데, 주메뉴의 명칭과 사진은 어떤 형식으로 준비해야 하는지 안내받을 수 있을까요?"
해외 우수 한식당 지정 신청,"4. 한국산 한식 식재료의 구입 및 거래내역을 제출해야 하는데, 이 자료는 어떤 형식으로 정리하여 제출해야 하는지 궁금합니다."
해외 우수 한식당 지정 신청,"5. 해외 우수 한식당 지정 신청을 위해 필요한 지정신청서 양식은 어디에서 다운로드 받을 수 있는지, 그리고 온라인으로 접수하는 방법에 대해 자세히 알고 싶습니다."
한식 전문인력 양성기관 지정 신청,"1. 한식 전문인력 양성기관 지정을 신청하고 싶은데, 교육시설 현황과 전담 강사인력 확보 현황을 포함한 운영계획서를 어떻게 준비해야 하나요?"
한식 전문인력 양성기관 지정 신청,2. 한식 전문인력 양성기관 지정 신청을 위해 한식진흥원에 제출해야 하는 신청서 양식은 어디에서 받을 수 있나요?
한식 전문인력 양성기관 지정 신청,3. 한식 전문인력 양성기관으로 지정받기 위해 필요한 교육과정의 내용은 어떤 기준을 충족해야 하는지 궁금합니다.
한식 전문인력 양성기관 지정 신청,"4. 한식 전문인력 양성기관 지정 신청을 인터넷으로 진행하고 싶은데, 구체적인 접수 방법은 어떻게 되나요?"
한식 전문인력 양성기관 지정 신청,"5. 한식 전문인력 양성기관 지정 신청 시 수수료가 없다고 들었는데, 혹시 추가로 발생할 수 있는 비용이 있는지 알고 싶습니다."
동물운송업 등록증 재발급,"1. 동물운송업 등록증을 잃어버려서 재발급을 받으려고 하는데, 어떤 절차를 따라야 하나요?"
동물운송업 등록증 재발급,"2. 동물운송업 등록증 재발급 신청서를 전자문서로 제출할 수 있는 방법이 궁금한데, 인터넷 접수는 어떻게 진행하나요?"
동물운송업 등록증 재발급,"3. 동물운송업 등록증을 헐어 못 쓰게 되었는데, 기존 등록증을 첨부해야 하는지 여부와 함께 재발급 신청서 양식은 어디서 받을 수 있나요?"
동물운송업 등록증 재발급,"4. 동물운송업 등록증 재발급을 위해 필요한 수수료는 얼마이며, 결제 방법은 어떤 것이 있나요?"
동물운송업 등록증 재발급,"5. 동물운송업 등록증 재발급 신청을 대리인이 대신할 수 있는지, 대리인 신청 시 필요한 서류는 무엇인지 알고 싶습니다."
동물수입업 허가증 재발급,"1. 동물수입업 허가증을 잃어버렸는데, 재발급 신청서를 어디에 제출해야 하나요?"
동물수입업 허가증 재발급,"2. 동물수입업 허가증 재발급을 받으려면 수수료가 5,000원이라는 것을 알고 있는데, 이 수수료는 어떻게 납부하나요?"
동물수입업 허가증 재발급,"3. 동물수입업 허가증이 헐어 못쓰게 되었을 때, 재발급 신청서를 제출할 때 필요한 구비서류는 무엇인가요?"
동물수입업 허가증 재발급,"4. 동물수입업 허가증 재발급을 위해 신청서를 인터넷으로 제출하고 싶은데, 어떤 절차를 따라야 하나요?"
동물수입업 허가증 재발급,"5. 동물수입업 허가증 재발급 신청을 대리인이 대신할 수 있는지, 대리인 신청 시 필요한 서류는 무엇인지 궁금합니다."
동물미용업(자동차 이용) 등록증 재발급,"1. 동물미용업을 운영하고 있는데, 등록증을 헐어 못 쓰게 되어 재발급을 받으려고 합니다. 이 경우 기존 등록증을 첨부해야 한다고 하는데, 어떤 절차를 따라야 하나요?"
동물미용업(자동차 이용) 등록증 재발급,2. 자동차를 이용하는 동물미용업자로서 등록증을 잃어버렸습니다. 재발급 신청을 위해 별지 제27호서식을 어떻게 작성해야 하는지 궁금합니다.
동물미용업(자동차 이용) 등록증 재발급,"3. 동물미용업 등록증 재발급을 위해 신청서를 제출하려고 하는데, 수수료는 얼마인지 알고 싶습니다."
동물미용업(자동차 이용) 등록증 재발급,"4. 동물미용업 등록증 재발급 신청서를 인터넷으로 제출할 수 있다고 들었는데, 구체적인 방법이 궁금합니다."
동물미용업(자동차 이용) 등록증 재발급,"5. 등록증을 잃어버린 경우에는 기존 등록증을 첨부하지 않아도 된다고 하던데, 이 경우에도 별지 제27호서식을 작성해야 하나요?"
동물미용업(일반) 등록증 재발급,"1. 동물미용업 등록증을 잃어버렸는데, 재발급을 받으려면 어떤 절차를 따라야 하나요?"
동물미용업(일반) 등록증 재발급,"2. 동물미용업 등록증을 헐어 못 쓰게 되었는데, 재발급 신청서에 기존 등록증을 첨부해야 한다고 하던데, 이 경우에는 어떤 서류가 필요한가요?"
동물미용업(일반) 등록증 재발급,"3. 동물미용업 등록증 재발급을 위해 방문 신청을 하려면, 수수료는 얼마인지 궁금합니다."
동물미용업(일반) 등록증 재발급,"4. 동물미용업 등록증 재발급 신청서를 전자문서로 제출할 수 있다고 들었는데, 이 경우 어떤 형식으로 제출해야 하나요?"
동물미용업(일반) 등록증 재발급,"5. 동물미용업 등록증 재발급을 위해 대리인이 신청할 수 있는지, 그리고 필요한 서류는 무엇인지 알고 싶습니다."
동물전시업 등록증 재발급,"1. 동물전시업 등록증을 잃어버렸는데, 재발급 신청을 하려면 어떤 절차를 따라야 하나요?"
동물전시업 등록증 재발급,"2. 동물전시업 등록증이 헐어서 사용이 불가능한데, 재발급을 받기 위해 기존 등록증을 첨부해야 하는지 궁금합니다."
동물전시업 등록증 재발급,"3. 동물전시업 등록증 재발급을 위해 별지 제27호서식의 신청서를 작성할 때, 어떤 정보를 반드시 포함해야 하나요?"
동물전시업 등록증 재발급,"4. 동물전시업 등록증 재발급 신청 시 수수료가 5,000원인데, 이 수수료는 어떻게 납부해야 하나요?"
동물전시업 등록증 재발급,"5. 동물전시업 등록증 재발급 신청을 위해 방문 접수할 경우, 어떤 부서에 제출해야 하는지 알려주세요."
동물위탁관리업 등록증 재발급,"1. 동물위탁관리업 등록증을 잃어버렸는데, 재발급 신청을 하려면 어떤 절차를 따라야 하나요?"
동물위탁관리업 등록증 재발급,2. 헐어버린 동물위탁관리업 등록증을 재발급받기 위해 필요한 서류는 무엇인지 궁금합니다.
동물위탁관리업 등록증 재발급,"3. 동물위탁관리업 등록증 재발급 신청서를 전자문서로 제출할 수 있는지, 그리고 그 경우에 어떤 형식으로 제출해야 하는지 알고 싶습니다."
동물위탁관리업 등록증 재발급,"4. 동물위탁관리업 등록증 재발급을 위해 방문 접수 시, 수수료는 어떻게 지불해야 하는지 궁금합니다."
동물위탁관리업 등록증 재발급,5. 동물위탁관리업 등록증 재발급 신청을 대리인으로 하려면 어떤 추가 서류가 필요한가요?
동물판매업(경매 알선·중개) 허가증 재발급,"1. 동물판매업자로서 허가증을 잃어버렸는데, 동물판매업(경매 알선·중개) 허가증 재발급 신청서를 어디에 제출해야 하나요?"
동물판매업(경매 알선·중개) 허가증 재발급,"2. 동물판매업(경매 알선·중개) 허가증 재발급을 받으려면 수수료가 5,000원이라는 것을 알고 있는데, 이 수수료는 어떻게 납부해야 하나요?"
동물판매업(경매 알선·중개) 허가증 재발급,"3. 동물판매업(경매 알선·중개) 허가증을 재발급받기 위해 방문 신청할 때 필요한 서류가 따로 있나요, 아니면 허가증 재발급 신청서만 제출하면 되나요?"
동물판매업(경매 알선·중개) 허가증 재발급,"4. 동물판매업(경매 알선·중개) 허가증 재발급을 위해 인터넷으로 신청하고 싶은데, 어떤 절차를 따라야 하는지 궁금합니다."
동물판매업(경매 알선·중개) 허가증 재발급,"5. 동물판매업자로서 허가증이 헐어 못쓰게 되었는데, 재발급을 위해 특별자치시장에게 신청서를 제출할 때 어떤 양식을 사용해야 하나요?"
동물판매업(알선·중개) 허가증 재발급,"1. 동물판매업 허가증을 잃어버렸는데, 재발급 신청서를 어디에 제출해야 하나요? 특별자치시장에게 제출해야 하는지 궁금합니다."
동물판매업(알선·중개) 허가증 재발급,"2. 동물판매업(알선·중개) 허가증 재발급을 위해 5,000원의 수수료를 어떻게 납부해야 하는지 안내받고 싶습니다."
동물판매업(알선·중개) 허가증 재발급,"3. 동물판매업 허가증을 헐어 못쓰게 되었는데, 재발급 신청서를 작성할 때 필요한 서식이 있나요? 별지서식 22호를 어떻게 받을 수 있는지 알고 싶습니다."
동물판매업(알선·중개) 허가증 재발급,"4. 동물판매업 허가증 재발급을 위해 본인이 직접 신청해야 하는지, 대리인도 가능하다면 대리인 신청 시 어떤 절차가 필요한지 궁금합니다."
동물판매업(알선·중개) 허가증 재발급,5. 동물판매업 허가증 재발급 신청을 인터넷으로 하려면 어떤 절차를 따라야 하는지 구체적으로 알고 싶습니다.
동물판매업(일반) 허가증 재발급,"1. 동물판매업 허가증을 잃어버렸는데, 재발급 신청서를 어디에 제출해야 하나요? 특별자치시장에게 제출하면 되는지 궁금합니다."
동물판매업(일반) 허가증 재발급,2. 동물판매업 허가증 재발급을 받으려면 어떤 서류가 필요한가요? 허가증을 잃어버린 경우에는 어떤 절차를 따라야 하는지 알고 싶습니다.
동물판매업(일반) 허가증 재발급,"3. 동물판매업 허가증 재발급 신청 시 수수료가 5,000원이라고 들었는데, 이 수수료는 어떻게 납부하나요? 방문, 우편, 인터넷 중 어떤 방법이 가능한가요?"
동물판매업(일반) 허가증 재발급,"4. 동물판매업 허가증을 재발급 받으려면 신청서 양식이 필요하다고 하는데, 이 양식은 어디서 받을 수 있나요? 동물보호법 시행규칙의 별지서식 22호를 어떻게 찾을 수 있을까요?"
동물판매업(일반) 허가증 재발급,"5. 동물판매업 허가증 재발급을 위해 대리인이 신청할 수 있다고 들었는데, 대리인 신청 시 필요한 서류는 무엇인지 알고 싶습니다."
동물생산업 허가증 재발급,"1. 동물생산업 허가증을 잃어버렸는데, 재발급 신청서를 어디에 제출해야 하나요? 시장·군수·구청장에게 제출하는 것으로 알고 있습니다."
동물생산업 허가증 재발급,"2. 동물생산업 허가증 재발급을 위해 필요한 수수료가 5,000원이라고 들었는데, 이 수수료는 어떻게 납부하나요?"
동물생산업 허가증 재발급,"3. 동물생산업 허가증 재발급 신청을 인터넷으로 하려고 하는데, 어떤 절차를 따라야 하는지 궁금합니다."
동물생산업 허가증 재발급,"4. 동물생산업 허가증이 헐어서 못쓰게 되었는데, 재발급 신청서 외에 다른 구비서류가 필요한가요?"
동물생산업 허가증 재발급,"5. 동물생산업 허가증 재발급 신청을 대리인이 대신할 수 있는지, 그리고 그 경우 어떤 절차를 따라야 하는지 알고 싶습니다."
"동물운송업 휴업, 폐업, 재개업 신고","1. 동물운송업을 휴업하려고 하는데, 휴업 신고서 외에 어떤 서류를 제출해야 하나요?"
"동물운송업 휴업, 폐업, 재개업 신고","2. 동물운송업을 폐업할 경우, 등록증 원본이 필요하다고 들었는데, 분실한 경우에는 어떤 절차를 따라야 하나요?"
"동물운송업 휴업, 폐업, 재개업 신고","3. 동물운송업을 재개업하려고 하는데, 신고는 어떻게 진행해야 하며, 특별자치시장에게 직접 방문해야 하나요?"
"동물운송업 휴업, 폐업, 재개업 신고",4. 동물운송업의 휴업 신고를 인터넷으로 하려면 어떤 절차를 따라야 하는지 궁금합니다.
"동물운송업 휴업, 폐업, 재개업 신고",5. 동물운송업 폐업 신고를 위해 필요한 동물처리계획서는 어떤 내용을 포함해야 하나요?
"동물수입업 휴업, 폐업, 재개업 신고","1. 동물수입업을 휴업하려고 하는데, 어떤 절차를 통해 농림축산식품부에 신고해야 하나요?"
"동물수입업 휴업, 폐업, 재개업 신고","2. 동물수입업을 폐업할 경우 허가증 원본이 필요한데, 분실한 경우에는 어떤 내용을 작성해야 하는지 궁금합니다."
"동물수입업 휴업, 폐업, 재개업 신고","3. 동물수입업을 재개하려고 하는데, 신고서 양식은 어디에서 받을 수 있나요?"
"동물수입업 휴업, 폐업, 재개업 신고",4. 동물수입업의 휴업 신고를 위해 필요한 동물처리계획서는 어떤 내용을 포함해야 하는지 알고 싶습니다.
"동물수입업 휴업, 폐업, 재개업 신고","5. 동물수입업의 폐업 신고를 우편으로 제출하려면, 어떤 주소로 보내야 하는지 안내받을 수 있을까요?"
"동물미용업(자동차 이용) 휴업, 폐업, 재개업 신고","1. 자동차를 이용하는 동물미용업을 운영 중인데, 휴업을 하려면 어떤 절차를 따라야 하고, 신고서는 어디서 받을 수 있나요?"
"동물미용업(자동차 이용) 휴업, 폐업, 재개업 신고","2. 최근에 동물미용업을 폐업하려고 하는데, 등록증 원본이 없어서 분실사유를 작성해야 한다고 들었습니다. 이 경우에도 폐업 신고를 할 수 있는지 궁금합니다."
"동물미용업(자동차 이용) 휴업, 폐업, 재개업 신고","3. 동물미용업을 재개하고 싶은데, 재개업 신고서를 작성할 때 동물처리계획서가 필요한가요? 만약 필요하다면 어떤 내용을 포함해야 하는지 알고 싶습니다."
"동물미용업(자동차 이용) 휴업, 폐업, 재개업 신고","4. 자동차를 이용하는 동물미용업자로서, 휴업 신고를 하려면 특별자치시장에게 직접 방문해야 하나요, 아니면 우편이나 인터넷으로도 가능할까요?"
"동물미용업(자동차 이용) 휴업, 폐업, 재개업 신고","5. 동물미용업의 폐업 신고를 하려면 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없는지 궁금합니다."
"동물미용업(일반) 휴업, 폐업, 재개업 신고","1. 동물미용업을 운영하고 있는데, 휴업 신고를 하려면 어떤 절차를 따라야 하고 필요한 서류는 무엇인가요?"
"동물미용업(일반) 휴업, 폐업, 재개업 신고","2. 폐업 신고를 위해 등록증 원본이 필요한데, 만약 등록증을 분실한 경우에는 어떤 서류를 제출해야 하나요?"
"동물미용업(일반) 휴업, 폐업, 재개업 신고","3. 동물미용업을 재개하려고 하는데, 재개업 신고서 양식은 어디에서 받을 수 있으며, 신고는 어떻게 진행해야 하나요?"
"동물미용업(일반) 휴업, 폐업, 재개업 신고","4. 동물미용업의 휴업, 폐업, 재개업 신고를 위해 특별자치시장에게 제출해야 하는 서류는 무엇인지 궁금합니다."
"동물미용업(일반) 휴업, 폐업, 재개업 신고","5. 동물미용업을 운영하는데, 신고를 위해 동물처리계획서가 필요하다고 하는데, 이 계획서는 어떤 내용을 포함해야 하나요?"
"동물전시업 휴업, 폐업, 재개업 신고","1. 동물전시업을 운영하고 있는데, 휴업 신고를 하려면 어떤 절차를 따라야 하나요? 특히, 동물처리계획서는 어떻게 작성해야 하는지 궁금합니다."
"동물전시업 휴업, 폐업, 재개업 신고","2. 동물전시업을 폐업하려고 하는데, 등록증 원본이 필요한가요? 만약 등록증을 분실한 경우에는 어떤 내용을 작성해야 하는지 알고 싶습니다."
"동물전시업 휴업, 폐업, 재개업 신고","3. 동물전시업을 재개하려고 하는데, 신고서 양식은 어디에서 받을 수 있으며, 제출 방법은 어떤 것이 있는지 궁금합니다."
"동물전시업 휴업, 폐업, 재개업 신고","4. 동물전시업의 휴업 신고를 위해 구비해야 할 서류는 무엇인지, 특히 동물처리계획서의 구체적인 내용은 어떤 것이 포함되어야 하는지 알고 싶습니다."
"동물전시업 휴업, 폐업, 재개업 신고","5. 동물전시업의 폐업 신고를 하려면 특별자치시장에게 방문하여 제출해야 하는데, 이와 관련된 구체적인 절차나 주의사항이 있는지 궁금합니다."
"동물위탁관리업 휴업, 폐업, 재개업 신고","1. 동물위탁관리업을 휴업하려고 하는데, 어떤 절차를 통해 신고해야 하는지 궁금합니다."
"동물위탁관리업 휴업, 폐업, 재개업 신고","2. 동물위탁관리업을 폐업할 경우, 등록증 원본 외에 어떤 서류를 제출해야 하는지 알고 싶습니다."
"동물위탁관리업 휴업, 폐업, 재개업 신고","3. 동물위탁관리업을 재개업하려고 하는데, 신고서 양식은 어디서 받을 수 있나요?"
"동물위탁관리업 휴업, 폐업, 재개업 신고",4. 동물위탁관리업의 휴업 신고를 인터넷으로 진행할 수 있는 방법이 궁금합니다.
"동물위탁관리업 휴업, 폐업, 재개업 신고","5. 동물위탁관리업을 폐업할 때, 분실한 등록증에 대한 사유는 어떻게 작성해야 하는지 안내받고 싶습니다."
"동물판매업(경매 알선·중개) 휴업, 폐업, 재개업 신고","1. 동물판매업으로 경매 알선·중개를 하고 있는데, 휴업 신고를 하려면 어떤 절차를 따라야 하나요?"
"동물판매업(경매 알선·중개) 휴업, 폐업, 재개업 신고","2. 폐업을 고려하고 있는 동물판매업자로서, 허가증 원본이 필요한 경우 분실했을 때 어떤 내용을 작성해야 하는지 궁금합니다."
"동물판매업(경매 알선·중개) 휴업, 폐업, 재개업 신고","3. 동물판매업(경매 알선·중개)으로 영업을 재개하려고 하는데, 신고서 양식은 어디에서 받을 수 있나요?"
"동물판매업(경매 알선·중개) 휴업, 폐업, 재개업 신고","4. 반려동물 거래를 알선·중개하는 동물판매업자로서, 휴업 신고를 인터넷으로 진행할 수 있는 방법이 궁금합니다."
"동물판매업(경매 알선·중개) 휴업, 폐업, 재개업 신고","5. 동물판매업(경매 알선·중개) 폐업 신고를 할 때, 동물처리계획서 외에 추가로 제출해야 할 서류는 없나요?"
"동물판매업(알선·중개) 휴업, 폐업, 재개업 신고","1. 동물판매업을 운영 중인데, 휴업 신고를 하려면 어떤 절차를 따라야 하나요? 특별자치시장에게 신고해야 한다고 들었는데, 구체적인 방법이 궁금합니다."
"동물판매업(알선·중개) 휴업, 폐업, 재개업 신고","2. 동물판매업을 폐업하려고 하는데, 폐업 신고서 외에 어떤 서류를 제출해야 하는지 알고 싶습니다. 허가증 원본이 필요한가요?"
"동물판매업(알선·중개) 휴업, 폐업, 재개업 신고","3. 동물판매업을 재개업하려고 하는데, 재개업 신고서 작성 시 주의해야 할 점이 있나요? 또한, 신고는 어떻게 접수해야 하는지 궁금합니다."
"동물판매업(알선·중개) 휴업, 폐업, 재개업 신고","4. 동물판매업을 알선·중개하는 사업자로서, 휴업 신고를 위해 필요한 동물처리계획서는 어떻게 작성해야 하는지 안내받을 수 있을까요?"
"동물판매업(알선·중개) 휴업, 폐업, 재개업 신고","5. 동물판매업의 폐업 신고를 위해 허가증을 분실했는데, 이 경우 어떤 절차를 따라야 하는지 궁금합니다. 분실사유만 작성하면 되는 건가요?"
"동물판매업(일반) 휴업, 폐업, 재개업 신고","1. 동물판매업을 운영하고 있는 저희 가게가 휴업을 하려는데, 휴업 신고서를 어디에서 받을 수 있나요?"
